F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s12 	 s 	 d 
MZ22524598	MZ22512784	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22524598	MZ22511101	0	1.000000	0.958695	0.957529	0.977349	-0.019820	
MZ22520584	MZ22505374	35	0.769825	0.913566	0.974885	0.857667	0.117218	
MZ22519706	MZ22505148	0	1.000000	0.950000	0.972973	0.972973	0.000000	
MZ22519706	MZ22522164	0	1.000000	0.944444	0.971429	0.971428	0.000000	
MZ22522164	MZ22505019	0	0.944444	0.861913	0.887245	0.903178	-0.015933	
MZ22507046	MZ22500991	10	0.858082	0.885818	0.844370	0.872720	-0.028350	
MZ22505424	MZ22518045	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22518045	MZ22515046	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22515046	MZ22505926	0	1.000000	0.993864	0.993684	0.996932	-0.003248	
MZ22506049	MZ22510807	17	0.793734	0.271935	0.165451	0.525380	-0.359929	
MZ22517047	MZ22510807	135	0.555220	0.271935	0.476729	0.366363	0.110366	
MZ22517047	MZ22511399	0	0.555220	1.000000	0.580278	0.851740	-0.271462	
MZ22514276	MZ22506609	8	0.617248	0.979451	0.870968	0.839243	0.031724	
MZ22514276	MZ22504224	0	0.617248	1.000000	0.818795	0.851838	-0.033043	
MZ22504224	MZ22506408	0	1.000000	0.777778	0.891892	0.891892	-0.000000	
MZ22506408	MZ22514620	0	0.777778	1.000000	0.888889	0.888889	-0.000000	
MZ22524370	MZ22524468	0	0.944444	1.000000	0.972222	0.972222	0.000000	
MZ22524468	MZ22515219	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22517721	MZ22515219	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22519364	MZ22517721	0	0.538462	1.000000	0.793103	0.793104	-0.000000	
MZ22522635	MZ22513876	150	0.461211	0.370637	0.900265	0.406867	0.493399	
MZ22519823	MZ22508220	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22519823	MZ22517113	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22510054	MZ22500945	156	0.312596	0.536614	0.920038	0.451642	0.468397	
MZ22524954	MZ22508426	0	0.930149	1.000000	0.927202	0.968454	-0.041252	
MZ22510089	MZ22503701	0	0.739195	0.738943	0.500220	0.739081	-0.238861	
MZ22503701	MZ22516764	0	0.738943	1.000000	0.731692	0.869472	-0.137780	
MZ22516764	MZ22515561	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520192	MZ22501864	0	0.941176	1.000000	0.973684	0.973684	0.000000	
MZ22520192	MZ22522144	0	0.941176	1.000000	0.972222	0.972222	0.000000	
MZ22522552	MZ22508850	0	0.825797	0.994840	0.814891	0.912733	-0.097843	
MZ22516163	MZ22508850	1	0.642857	0.994840	0.906250	0.840847	0.065403	
MZ22516163	MZ22513982	0	0.642857	1.000000	0.843750	0.843750	0.000000	
MZ22522978	MZ22512794	0	0.630496	1.000000	0.654936	0.826116	-0.171180	
MZ22512794	MZ22510632	0	1.000000	0.457452	0.506166	0.674471	-0.168305	
MZ22509029	MZ22509585	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22509585	MZ22506526	0	1.000000	0.363081	0.390886	0.681540	-0.290654	
MZ22516850	MZ22514648	74	0.762996	0.776341	1.000000	0.770745	0.229255	
MZ22524770	MZ22524365	0	0.564090	0.928571	0.753429	0.776704	-0.023274	
MZ22524365	MZ22518876	0	0.928571	0.992958	0.960501	0.963880	-0.003379	
MZ22508715	MZ22517239	0	0.330620	0.998060	0.369953	0.664340	-0.294387	
MZ22517723	MZ22507304	0	0.833333	0.131537	0.187696	0.472951	-0.285255	
MZ22500084	MZ22515153	0	0.233662	1.000000	0.310208	0.606475	-0.296267	
MZ22525113	MZ22518092	6	0.618835	0.704952	0.740741	0.663488	0.077252	
MZ22512684	MZ22502674	0	0.888889	0.182548	0.238502	0.526173	-0.287671	
MZ22522778	MZ22512301	0	0.755876	1.000000	0.740415	0.910488	-0.170073	
MZ22512301	MZ22521018	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22521018	MZ22515615	0	1.000000	0.888889	0.944444	0.944445	-0.000000	
MZ22515615	MZ22516269	0	0.888889	1.000000	0.945946	0.945946	-0.000000	
MZ22503330	MZ22519329	0	0.388948	0.944444	0.467004	0.659189	-0.192185	
MZ22519751	MZ22507688	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22519751	MZ22519693	0	1.000000	0.941176	0.970588	0.970588	0.000000	
MZ22511170	MZ22525712	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22525712	MZ22506161	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520778	MZ22506161	0	0.823529	1.000000	0.914286	0.914286	0.000000	
MZ22520778	MZ22512573	0	0.823529	0.233410	0.229309	0.528470	-0.299161	
MZ22512573	MZ22519462	0	0.233410	1.000000	0.317544	0.616705	-0.299161	
MZ22504721	MZ22513926	0	0.689355	1.000000	0.767460	0.840480	-0.073019	
MZ22507730	MZ22500776	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22504215	MZ22505604	0	0.881058	0.894737	0.821579	0.888277	-0.066698	
MZ22505604	MZ22508331	0	0.894737	1.000000	0.945946	0.945946	-0.000000	
MZ22508331	MZ22511430	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22511430	MZ22507956	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22513025	MZ22506037	0	1.000000	0.705252	0.824208	0.848415	-0.024208	
MZ22508984	MZ22520110	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520110	MZ22505694	0	1.000000	0.541298	0.659644	0.770649	-0.111005	
MZ22513496	MZ22506942	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22516862	MZ22501976	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22501976	MZ22500338	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22508641	MZ22510926	4	0.705309	0.830652	0.903226	0.774045	0.129180	
MZ22515111	MZ22509153	13	0.935690	0.705269	0.878788	0.816988	0.061800	
MZ22504645	MZ22502890	0	0.261692	1.000000	0.330264	0.630846	-0.300582	
MZ22502890	MZ22510870	0	1.000000	0.920233	0.952056	0.960117	-0.008060	
MZ22525914	MZ22510870	0	1.000000	0.920233	0.944358	0.952140	-0.007782	
MZ22525914	MZ22513969	0	1.000000	0.782745	0.782336	0.872644	-0.090307	
MZ22526888	MZ22513969	65	0.801587	0.782745	0.937127	0.789724	0.147404	
MZ22502044	MZ22506908	0	0.912412	1.000000	0.942635	0.958639	-0.016004	
MZ22525665	MZ22506908	0	0.705882	1.000000	0.861111	0.861111	0.000000	
MZ22510550	MZ22501416	0	0.774806	0.947368	0.749106	0.868483	-0.119376	
MZ22501416	MZ22512019	0	0.947368	1.000000	0.972973	0.972973	0.000000	
MZ22506682	MZ22506377	0	0.958040	1.000000	0.956905	0.978453	-0.021547	
MZ22507694	MZ22506377	0	0.939481	1.000000	0.936863	0.973523	-0.036660	
MZ22522406	MZ22512763	6	0.127034	0.985011	0.758621	0.659571	0.099049	
MZ22513823	MZ22504657	27	0.000271	0.913857	0.121203	0.365705	-0.244502	
MZ22520564	MZ22504657	12	0.983416	0.913857	0.954265	0.947643	0.006622	
MZ22520564	MZ22501166	0	0.983416	0.915408	0.931257	0.947523	-0.016266	
MZ22510917	MZ22518120	0	0.961464	1.000000	0.960503	0.979718	-0.019215	
MZ22518120	MZ22520842	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520125	MZ22505405	0	0.929720	1.000000	0.926319	0.970528	-0.044208	
MZ22523751	MZ22518318	0	0.954053	0.842105	0.869204	0.894969	-0.025765	
MZ22519252	MZ22501520	0	0.937018	1.000000	0.955365	0.971208	-0.015843	
MZ22512802	MZ22503430	0	0.887987	1.000000	0.894443	0.950216	-0.055773	
MZ22507862	MZ22502409	0	0.875000	0.200110	0.211355	0.500061	-0.288706	
MZ22507862	MZ22511617	0	0.875000	0.882353	0.878788	0.878788	-0.000000	
MZ22511617	MZ22524145	0	0.882353	0.847364	0.783771	0.864858	-0.081088	
MZ22524739	MZ22516081	0	-0.236827	1.000000	0.495616	0.558276	-0.062660	
MZ22524739	MZ22512757	0	-0.236827	0.786011	0.278800	0.407182	-0.128382	
MZ22512757	MZ22510404	0	0.786011	0.986807	0.803422	0.891987	-0.088565	
MZ22504604	MZ22514688	0	1.000000	0.985926	0.985512	0.992963	-0.007451	
MZ22518692	MZ22514688	4	0.902616	0.985926	0.971429	0.945461	0.025967	
MZ22518692	MZ22501474	0	0.902616	0.331562	0.336464	0.601226	-0.264763	
MZ22523512	MZ22508881	13	0.972229	0.921362	0.934231	0.942693	-0.008462	
MZ22513944	MZ22506158	0	0.713672	1.000000	0.713505	0.860926	-0.147421	
MZ22522584	MZ22515107	0	0.403797	0.941176	0.651896	0.730063	-0.078167	
MZ22502949	MZ22515107	0	-0.083889	0.941176	0.208364	0.444175	-0.235811	
MZ22514716	MZ22514739	0	0.935239	1.000000	0.961218	0.967620	-0.006402	
MZ22513228	MZ22514739	0	0.941176	1.000000	0.972222	0.972222	0.000000	
MZ22513228	MZ22505858	0	0.941176	1.000000	0.972222	0.972222	0.000000	
MZ22523125	MZ22505858	0	0.727273	1.000000	0.900000	0.900000	-0.000000	
MZ22523125	MZ22524779	0	0.727273	1.000000	0.888889	0.888889	-0.000000	
MZ22515823	MZ22506043	0	0.919240	1.000000	0.917057	0.958529	-0.041472	
MZ22506043	MZ22514222	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22510181	MZ22514222	0	0.803672	1.000000	0.798060	0.901836	-0.103776	
MZ22516530	MZ22516326	0	1.000000	-0.112627	0.296928	0.443686	-0.146758	
MZ22515315	MZ22517553	0	0.941176	1.000000	0.970588	0.970588	0.000000	
MZ22517553	MZ22506554	0	1.000000	0.831560	0.846958	0.913374	-0.066416	
MZ22506911	MZ22505514	14	0.281454	0.970791	0.491446	0.643356	-0.151910	
MZ22511140	MZ22505514	0	1.000000	0.970791	0.970425	0.983422	-0.012997	
MZ22517984	MZ22513903	18	0.921534	0.976428	1.000000	0.949765	0.050235	
MZ22509860	MZ22505649	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22508765	MZ22511979	0	0.944444	1.000000	0.972222	0.972222	0.000000	
MZ22524902	MZ22511979	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520810	MZ22515888	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22514796	MZ22520813	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22522586	MZ22509537	128	0.474239	0.471877	1.000000	0.472664	0.527336	
MZ22519203	MZ22516201	0	0.937500	0.941176	0.939394	0.939394	0.000000	
MZ22513566	MZ22502115	0	1.000000	0.048629	0.273205	0.510723	-0.237518	
MZ22513566	MZ22510751	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22516908	MZ22514523	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22511671	MZ22520808	0	0.959212	1.000000	0.958110	0.979055	-0.020945	
MZ22514664	MZ22501660	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22515495	MZ22501954	0	0.840062	0.973998	0.877671	0.908943	-0.031272	
MZ22513694	MZ22519580	0	1.000000	0.764706	0.878788	0.878788	-0.000000	
MZ22518887	MZ22504665	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22518887	MZ22501969	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22512928	MZ22510435	0	1.000000	0.535906	0.601755	0.727597	-0.125842	
MZ22527564	MZ22517937	0	0.939359	0.937500	0.898729	0.938257	-0.039529	
MZ22509246	MZ22510845	0	0.944444	1.000000	0.971429	0.971428	0.000000	
MZ22515576	MZ22510845	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22515576	MZ22512976	0	1.000000	0.899473	0.934894	0.940715	-0.005820	
MZ22514045	MZ22519881	0	0.941176	0.833333	0.885714	0.885714	0.000000	
MZ22501934	MZ22501627	0	0.091253	0.167105	-0.416103	0.131286	-0.547389	
MZ22501934	MZ22501500	13	0.091253	0.834918	0.211011	0.463086	-0.252074	
MZ22511229	MZ22510339	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22510339	MZ22508899	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22515384	MZ22519540	0	0.642857	1.000000	0.848485	0.848485	0.000000	
MZ22519540	MZ22518240	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22505188	MZ22507544	0	0.374638	1.000000	0.453128	0.687319	-0.234191	
MZ22507544	MZ22500013	0	1.000000	0.038164	0.168710	0.377636	-0.208926	
MZ22517421	MZ22502137	9	0.966360	0.264929	0.502057	0.583761	-0.081704	
MZ22525440	MZ22516120	4	0.753955	0.846440	0.784325	0.809446	-0.025121	
MZ22504328	MZ22503443	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22518566	MZ22501996	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22516072	MZ22509176	0	0.965122	0.689644	0.783827	0.827383	-0.043556	
MZ22517657	MZ22515652	0	0.897819	1.000000	0.900931	0.951915	-0.050984	
MZ22519201	MZ22502706	0	0.977575	0.995316	0.971970	0.986967	-0.014997	
MZ22517092	MZ22506261	0	1.000000	0.998771	0.998735	0.999386	-0.000651	
MZ22522644	MZ22506261	1	0.998550	0.998771	1.000000	0.998661	0.001339	
MZ22516892	MZ22511284	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22526041	MZ22518608	63	0.666278	0.452545	0.961538	0.518309	0.443229	
MZ22518608	MZ22500736	0	0.452545	0.742352	0.385093	0.601365	-0.216272	
MZ22518081	MZ22512831	0	0.982820	0.102167	0.282055	0.529913	-0.247857	
MZ22512831	MZ22501975	0	0.102167	0.993590	0.341013	0.582164	-0.241151	
MZ22511365	MZ22515092	0	0.934569	1.000000	0.954792	0.968219	-0.013427	
MZ22513572	MZ22503741	16	0.969518	0.964070	1.000000	0.966634	0.033366	
MZ22523656	MZ22505192	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22505192	MZ22520527	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520527	MZ22513543	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22513543	MZ22515241	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22503665	MZ22510133	0	1.000000	0.980247	0.979666	0.990124	-0.010457	
MZ22513353	MZ22521755	0	0.882353	1.000000	0.941176	0.941176	-0.000000	
MZ22521755	MZ22523353	0	1.000000	0.888889	0.942857	0.942857	-0.000000	
MZ22520104	MZ22504972	3	0.500000	0.994871	0.939394	0.814918	0.124476	
MZ22518535	MZ22501146	0	1.000000	0.841961	0.863821	0.918723	-0.054902	
MZ22518688	MZ22501146	41	0.845303	0.841961	0.895853	0.843298	0.052556	
MZ22526927	MZ22502343	0	0.671818	1.000000	0.777395	0.931629	-0.154233	
MZ22526927	MZ22513453	19	0.671818	-0.006319	-0.136278	0.155142	-0.291420	
MZ22513453	MZ22515530	285	-0.006319	0.164353	-0.048459	0.084037	-0.132496	
MZ22520430	MZ22506079	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520430	MZ22503378	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22523230	MZ22519043	0	0.882631	0.888889	0.820971	0.885944	-0.064973	
MZ22502426	MZ22519043	0	0.950000	0.888889	0.921053	0.921053	-0.000000	
MZ22508193	MZ22517432	30	0.909047	0.884685	1.000000	0.896105	0.103895	
MZ22517432	MZ22507408	0	0.884685	1.000000	0.911539	0.942342	-0.030803	
MZ22512470	MZ22507746	0	0.987463	0.244069	0.329624	0.635329	-0.305705	
MZ22517399	MZ22508442	0	0.549690	1.000000	0.580349	0.781278	-0.200929	
MZ22505617	MZ22516424	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22525958	MZ22516424	0	0.882353	1.000000	0.944444	0.944444	-0.000000	
MZ22520620	MZ22504827	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520620	MZ22514651	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22514651	MZ22503428	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22506349	MZ22504412	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22527040	MZ22519670	0	-0.085904	1.000000	0.532456	0.716721	-0.184264	
MZ22526582	MZ22501671	0	0.923077	0.535473	0.491756	0.698017	-0.206260	
MZ22526582	MZ22510014	0	0.923077	0.175388	0.208443	0.488935	-0.280492	
MZ22518028	MZ22524731	0	0.810085	0.875000	0.827037	0.842542	-0.015506	
MZ22524731	MZ22513383	0	0.875000	1.000000	0.941176	0.941176	0.000000	
MZ22526781	MZ22500540	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22502875	MZ22515237	0	0.866667	1.000000	0.939394	0.939394	-0.000000	
MZ22515785	MZ22515237	0	0.968695	1.000000	0.967590	0.985268	-0.017678	
MZ22505845	MZ22510235	0	0.287937	0.136122	-0.237525	0.181104	-0.418629	
MZ22507949	MZ22514344	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22514344	MZ22519506	0	1.000000	0.833333	0.921053	0.921052	0.000000	
MZ22527389	MZ22508877	0	0.537455	0.888889	0.544455	0.801031	-0.256575	
MZ22518405	MZ22508402	78	0.677929	0.478337	1.000000	0.554044	0.445956	
MZ22526185	MZ22523519	0	0.490501	0.963539	0.578369	0.793245	-0.214876	
MZ22526185	MZ22514972	102	0.490501	0.702880	0.925819	0.632087	0.293732	
MZ22514972	MZ22503753	0	0.702880	1.000000	0.701161	0.851440	-0.150279	
MZ22502570	MZ22511655	0	0.683677	0.924195	0.598539	0.800686	-0.202146	
MZ22512370	MZ22515665	0	0.694346	1.000000	0.686083	0.847173	-0.161090	
MZ22510438	MZ22504437	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22527791	MZ22526312	0	0.714286	0.879362	0.794363	0.826838	-0.032475	
MZ22514640	MZ22515731	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22524979	MZ22515731	0	0.777778	1.000000	0.891892	0.891892	-0.000000	
MZ22524979	MZ22510716	0	0.777778	0.103476	0.192773	0.440627	-0.247854	
MZ22523388	MZ22516165	0	0.914423	0.223361	0.239669	0.539275	-0.299606	
MZ22510203	MZ22505705	56	0.813704	0.703340	0.997856	0.751624	0.246232	
MZ22500961	MZ22510834	0	0.630628	0.823529	0.646624	0.724323	-0.077698	
MZ22525934	MZ22518031	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22525184	MZ22525688	0	-0.020939	1.000000	0.456883	0.644891	-0.188007	
MZ22520489	MZ22521162	22	0.818669	0.812828	0.709156	0.815670	-0.106513	
MZ22517460	MZ22509266	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22513166	MZ22506208	0	0.937500	0.973248	0.943096	0.956425	-0.013329	
MZ22523231	MZ22504659	0	0.888889	0.822565	0.844210	0.855727	-0.011517	
MZ22510865	MZ22504659	30	0.906876	0.822565	1.000000	0.860888	0.139112	
MZ22510865	MZ22509412	0	0.906876	1.000000	0.903248	0.957671	-0.054423	
MZ22509412	MZ22502529	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22502529	MZ22506564	0	1.000000	0.761063	0.860799	0.880532	-0.019732	
MZ22520608	MZ22517565	0	0.970897	1.000000	0.970150	0.985075	-0.014925	
MZ22520608	MZ22521131	20	0.970897	0.892772	1.000000	0.933890	0.066110	
MZ22521131	MZ22522280	0	0.892772	1.000000	0.945387	0.946386	-0.000999	
MZ22522280	MZ22500605	0	1.000000	0.647011	0.639080	0.814216	-0.175137	
MZ22512740	MZ22524968	0	0.941176	1.000000	0.971429	0.971428	0.000000	
MZ22513426	MZ22524968	0	0.818826	1.000000	0.829923	0.917648	-0.087725	
MZ22521466	MZ22523608	0	0.890399	1.000000	0.925826	0.947089	-0.021263	
MZ22523608	MZ22507273	0	1.000000	0.729418	0.724563	0.836227	-0.111663	
MZ22503420	MZ22521632	0	0.344748	0.941176	0.526462	0.592047	-0.065585	
MZ22504534	MZ22523640	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22505621	MZ22519175	0	0.324101	1.000000	0.370802	0.670293	-0.299491	
MZ22519175	MZ22510841	0	1.000000	0.791548	0.865832	0.903791	-0.037960	
MZ22520576	MZ22510841	38	0.849237	0.791548	1.000000	0.816787	0.183213	
MZ22527363	MZ22509175	0	0.857143	0.071645	0.228010	0.415300	-0.187290	
MZ22527363	MZ22502495	0	0.857143	0.122269	0.183450	0.345926	-0.162476	
MZ22502495	MZ22511027	0	0.122269	1.000000	0.283735	0.479863	-0.196129	
MZ22527855	MZ22504879	0	1.000000	0.815992	0.836661	0.850068	-0.013406	
MZ22524185	MZ22522177	42	0.766374	0.646228	0.963858	0.686277	0.277582	
MZ22523066	MZ22517340	0	0.750000	1.000000	0.882353	0.882353	0.000000	
MZ22516663	MZ22509077	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22522254	MZ22516663	0	0.381908	1.000000	0.447989	0.700923	-0.252934	
MZ22525593	MZ22526351	0	1.000000	0.789474	0.878788	0.878788	-0.000000	
MZ22526351	MZ22519340	0	0.789474	1.000000	0.891892	0.891892	-0.000000	
MZ22519340	MZ22503523	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22526205	MZ22501811	0	0.812500	1.000000	0.911765	0.911765	0.000000	
MZ22501811	MZ22504216	0	1.000000	0.529100	0.519209	0.758186	-0.238977	
MZ22512073	MZ22510319	0	0.875000	0.772579	0.729396	0.823789	-0.094393	
MZ22510319	MZ22509779	64	0.772579	0.870419	1.000000	0.822981	0.177019	
MZ22509779	MZ22517326	0	0.870419	1.000000	0.869507	0.937061	-0.067554	
MZ22512457	MZ22509570	17	0.949756	0.909071	1.000000	0.928832	0.071168	
MZ22521748	MZ22508453	0	0.890778	1.000000	0.917208	0.948423	-0.031215	
MZ22509388	MZ22502052	0	0.910680	1.000000	0.922674	0.956616	-0.033942	
MZ22523228	MZ22503403	0	0.248416	1.000000	0.336208	0.634945	-0.298737	
MZ22523228	MZ22509357	0	0.248416	0.981915	0.317606	0.625644	-0.308038	
MZ22523750	MZ22509357	9	0.772285	0.981915	0.933333	0.898063	0.035270	
MZ22508229	MZ22500984	0	0.939262	0.053687	0.179643	0.483057	-0.303413	
MZ22516756	MZ22505618	0	0.747912	0.483283	0.271238	0.603569	-0.332331	
MZ22522152	MZ22515381	0	0.796703	0.129109	0.071061	0.396147	-0.325086	
MZ22510220	MZ22512553	0	1.000000	0.400000	0.692308	0.692308	0.000000	
MZ22512553	MZ22511282	1	0.400000	0.526316	0.564103	0.461539	0.102564	
MZ22505573	MZ22511282	0	-0.091546	0.526316	0.212777	0.234548	-0.021770	
MZ22507090	MZ22517217	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22503850	MZ22517217	0	0.955739	1.000000	0.954279	0.979099	-0.024820	
MZ22526394	MZ22506020	0	0.461538	0.548044	0.303655	0.510558	-0.206903	
MZ22500607	MZ22503065	0	0.719606	1.000000	0.831648	0.832957	-0.001309	
MZ22503065	MZ22500166	0	1.000000	0.597733	0.587418	0.793709	-0.206291	
MZ22515694	MZ22505125	0	0.764706	0.679043	0.555588	0.720651	-0.165063	
MZ22501377	MZ22511963	0	0.588205	0.998382	0.622080	0.787751	-0.165671	
MZ22506420	MZ22511963	1	0.326070	0.998382	0.429757	0.671830	-0.242073	
MZ22501028	MZ22506470	0	0.260079	0.891699	0.274982	0.559267	-0.284285	
MZ22519241	MZ22507605	0	0.944444	0.907396	0.922169	0.925419	-0.003250	
MZ22507605	MZ22504736	0	0.907396	1.000000	0.949196	0.952447	-0.003250	
MZ22521824	MZ22504736	0	0.916760	1.000000	0.913517	0.962164	-0.048646	
MZ22523814	MZ22502335	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22502335	MZ22500785	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22500785	MZ22500864	0	1.000000	0.218325	0.348363	0.637760	-0.289398	
MZ22509034	MZ22500864	0	1.000000	0.218325	0.292204	0.575662	-0.283458	
MZ22509034	MZ22509911	0	1.000000	0.888889	0.941176	0.941177	-0.000000	
MZ22509650	MZ22502484	0	1.000000	0.877446	0.901359	0.936972	-0.035614	
MZ22509650	MZ22505285	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22513593	MZ22516311	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22516311	MZ22504630	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520683	MZ22504630	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22524180	MZ22520683	0	0.799694	1.000000	0.787533	0.921308	-0.133776	
MZ22524180	MZ22500775	57	0.799694	0.304090	0.276862	0.492078	-0.215216	
MZ22500775	MZ22508945	0	0.304090	1.000000	0.349921	0.652045	-0.302124	
MZ22519782	MZ22507115	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22505327	MZ22513697	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22524806	MZ22515339	0	0.812131	0.923725	0.753674	0.882394	-0.128720	
MZ22515339	MZ22518168	0	0.923725	0.312500	0.618383	0.627373	-0.008990	
MZ22518168	MZ22507663	0	0.312500	0.944444	0.647059	0.647059	0.000000	
MZ22511730	MZ22507663	0	1.000000	0.944444	0.971429	0.971428	0.000000	
MZ22511730	MZ22502488	0	1.000000	0.911562	0.909664	0.954518	-0.044853	
MZ22525959	MZ22517945	0	0.957339	0.087112	0.185386	0.467836	-0.282450	
MZ22506611	MZ22516384	0	1.000000	1.000000	1.000000	1.000000	0.000000	
